OriginalID,GeneSymbol,logFC,logCPM,PValue,FDR,Dataset,Species
Gdpgp1,GDPGP1,-0.296925276907132,2.73865636452982,0.127780334708785,0.271483699347183,GSE104036,Mouse
Usp15,USP15,-0.178590309587323,5.9749239696262,0.127840222373581,0.27150535959291,GSE104036,Mouse
Agtr1a,AGTR1,-0.78171667852785,-1.72350338325487,0.127850130916794,0.27150535959291,GSE104036,Mouse
4632433K11Rik,4632433K11RIK,-0.838569897924802,-1.86612825120722,0.12786308374219,0.27150535959291,GSE104036,Mouse
Gm4735,GM4735,-0.618427703781482,0.397850475506144,0.127870557983559,0.27150535959291,GSE104036,Mouse
Mybphl,MYBPHL,0.949283355777815,-1.77240018541717,0.127884539330075,0.27150535959291,GSE104036,Mouse
Fam136a,FAM136A,-0.273449581755372,3.47277752163006,0.127885600074373,0.27150535959291,GSE104036,Mouse
Gata2,GATA2,0.531074290939302,1.01466033582939,0.127971392790541,0.271653842352071,GSE104036,Mouse
Spats2,SPATS2,-0.222335041443539,4.56106718677082,0.128004115876258,0.271689647657585,GSE104036,Mouse
Atp6v1c2,ATP6V1C2,-0.588316060233754,-0.22005021220451,0.128064639043155,0.271784442655989,GSE104036,Mouse
Szrd1,SZRD1,0.239400054263128,4.39300154815399,0.128245487943877,0.272134543147782,GSE104036,Mouse
4930570G19Rik,4930570G19RIK,0.348209491161702,3.18452420801302,0.128386036688927,0.272399051345315,GSE104036,Mouse
Tspan13,TSPAN13,-0.208753081140352,6.84704498017443,0.128447458110034,0.272495628911158,GSE104036,Mouse
Syncrip,SYNCRIP,0.240442885793232,6.2680502379215,0.128551494441704,0.272682577031269,GSE104036,Mouse
4933421O10Rik,4933421O10RIK,0.326590734547606,2.2857616998361,0.128619597358418,0.272793266584538,GSE104036,Mouse
Calu,CALU,0.212904274476355,6.27511192509784,0.128641803745933,0.272806597424079,GSE104036,Mouse
Ipo4,IPO4,-0.21968399471495,5.80580786750867,0.128735525189377,0.272971565910157,GSE104036,Mouse
Gm13152,GM13152,0.55525104581439,-0.580448940063685,0.128764650386367,0.272992879348614,GSE104036,Mouse
Tada2b,TADA2B,0.293616142519075,4.68592050193708,0.128777440547117,0.272992879348614,GSE104036,Mouse
Itpa-ps1,ITPA-PS1,-0.467369146396516,1.01616553106979,0.12890211814193,0.273212016107416,GSE104036,Mouse
Ppm1a,PPM1A,-0.223318729554105,7.2993640320793,0.128912702085116,0.273212016107416,GSE104036,Mouse
Cacul1,CACUL1,0.24775091630634,6.05779667804359,0.129000056239898,0.273363339558577,GSE104036,Mouse
Pamr1,PAMR1,-0.204585650302409,5.13929922772394,0.129082432176979,0.273504077575434,GSE104036,Mouse
Atxn7l3b,ATXN7L3B,-0.217923829327409,7.07405878273253,0.129106225005606,0.273520668332228,GSE104036,Mouse
Erp44,ERP44,0.188996905483397,4.80696905912928,0.129195568903604,0.273676112395011,GSE104036,Mouse
Gigyf1,GIGYF1,0.19890093087905,5.00295605960268,0.129226768826501,0.273708366358726,GSE104036,Mouse
Fam221a,FAM221A,0.677855332854866,-0.553238004587994,0.129283619007108,0.273794934085625,GSE104036,Mouse
Gm13016,GM13016,-0.773666019003257,-1.45895143511592,0.129305866089055,0.273808207542754,GSE104036,Mouse
Gm16751,GM16751,0.820432770758386,-0.789728969080259,0.129345973044497,0.273859291748111,GSE104036,Mouse
Dazl,DAZL,-0.472852810820797,1.05657325991197,0.12936901970593,0.273874246684102,GSE104036,Mouse
Arpc2,ARPC2,0.182873052956456,6.26846792802868,0.129461882919753,0.274036981325505,GSE104036,Mouse
Rps13-ps1,RPS13-PS1,-0.573994669469074,0.0248434452815485,0.129488671227858,0.274059829729415,GSE104036,Mouse
Phex,PHEX,0.462201099612582,0.273433490504956,0.129512661783899,0.274076751842301,GSE104036,Mouse
Wdr11,WDR11,-0.215279668984655,5.56099507493546,0.129543484866005,0.27408163569969,GSE104036,Mouse
Med4,MED4,0.327172346107755,3.22407186409756,0.1295469604629,0.27408163569969,GSE104036,Mouse
Nck2,NCK2,0.262494897158828,4.96611216569363,0.129635119688171,0.274234293315656,GSE104036,Mouse
Prrc2c,PRRC2C,0.165815759160379,7.49550774973262,0.129657611889311,0.274248016260133,GSE104036,Mouse
Ptgds,PTGDS,-0.377864130305203,8.00430337571633,0.129685916711096,0.274274028986008,GSE104036,Mouse
Hspbap1,HSPBAP1,0.378551677302671,2.2774073205968,0.129726312002363,0.274302281446165,GSE104036,Mouse
Ccdc27,CCDC27,-0.664409647237267,-0.696670767976269,0.129731292024495,0.274302281446165,GSE104036,Mouse
Il16,IL16,0.417709853207112,1.52979944423586,0.129877877851695,0.274578338925207,GSE104036,Mouse
Cul7,CUL7,-0.23934499940502,4.88812702861045,0.129907647599297,0.274589841361696,GSE104036,Mouse
Alg5,ALG5,0.25729589708714,3.28012371706301,0.129915368772645,0.274589841361696,GSE104036,Mouse
Pcdhb14,PCDHB14,-0.307298530002172,3.5101373782468,0.129951349470324,0.274632014451654,GSE104036,Mouse
Trp63,TRP63,-0.605049202906423,-0.898948255169331,0.130144903939005,0.275007143790215,GSE104036,Mouse
Sh3rf2,SH3RF2,-0.683845096117788,0.803554332550705,0.130212716390101,0.275116509906828,GSE104036,Mouse
Fmn2,FMN2,-0.179026622355014,6.2584214318794,0.130257739209616,0.27517770451939,GSE104036,Mouse
Esr2,ESR2,0.573416767149593,-0.680463919112426,0.130351342731416,0.27531651709118,GSE104036,Mouse
Qtrt1,QTRT1,0.330806815720313,2.66550317260099,0.130370567720776,0.27531651709118,GSE104036,Mouse
Trabd,TRABD,0.252707806626193,3.70559623012809,0.130371649820708,0.27531651709118,GSE104036,Mouse
Spin2c,SPIN2C,-0.35649739578913,1.82997698061067,0.130453663275554,0.275455763429036,GSE104036,Mouse
4930594M22Rik,4930594M22RIK,0.481361867926062,0.468541389126506,0.130503307684776,0.275526635926396,GSE104036,Mouse
Haus2,HAUS2,0.314412152391293,4.11565126564036,0.130551822633236,0.275595106667549,GSE104036,Mouse
H2-M5,H2-M5,0.591648832788692,-0.749408193543805,0.130585500246499,0.275632242759764,GSE104036,Mouse
Gm9105,GM9105,-0.387613049106242,2.26422732438868,0.130629874216325,0.275649527452859,GSE104036,Mouse
Ern1,ERN1,0.259548552244619,4.21006639499712,0.130638764245113,0.275649527452859,GSE104036,Mouse
Ebpl,EBPL,-0.412529743308826,2.26320370324324,0.130641949953001,0.275649527452859,GSE104036,Mouse
Birc5,BIRC5,-0.648756250441427,-1.26395264899932,0.130675880238049,0.275687171617701,GSE104036,Mouse
Rad54b,RAD54B,0.56188141424431,0.171948936610875,0.130788191694135,0.275890147073619,GSE104036,Mouse
Tbc1d5,TBC1D5,-0.234409102717472,5.02997413153924,0.130900672605889,0.276093429973154,GSE104036,Mouse
Kifc5b,KIFC5B,0.482130210126835,0.774467723037534,0.130961504822477,0.276187739708695,GSE104036,Mouse
Celf6,CELF6,-0.255826915592428,3.71757895262201,0.130998743127168,0.276232274610389,GSE104036,Mouse
Vps37b,VPS37B,0.364396265696684,4.276732219086,0.131070451129037,0.276349474602688,GSE104036,Mouse
Papl,PAPL,-0.551235006393122,0.0403008742469849,0.131140297744107,0.27646272168372,GSE104036,Mouse
Gtf2h3,GTF2H3,-0.246553912497239,3.6022508430731,0.131157339795664,0.276464634936488,GSE104036,Mouse
Jakmip2,JAKMIP2,-0.204506341857953,5.36027931127512,0.131255989349642,0.276638545818711,GSE104036,Mouse
Zscan30,ZSCAN30,0.465044367639546,1.42936686541104,0.131296868075313,0.276690669594205,GSE104036,Mouse
Klf12,KLF12,-0.187724737401034,5.17147824858516,0.131316687835634,0.27669840704176,GSE104036,Mouse
Ccdc71l,CCDC71L,0.251863492669188,3.78679964021728,0.13136262345729,0.276761164753556,GSE104036,Mouse
Gm13848,GM13848,0.708413014594464,-1.15051089632511,0.131383649751109,0.276771433302834,GSE104036,Mouse
Wipi1,WIPI1,0.253544692385782,3.24293354463037,0.131427954397241,0.276830731235,GSE104036,Mouse
Gm11457,GM11457,0.61475827156914,-0.814918761399327,0.131467225206935,0.27687941296962,GSE104036,Mouse
Trappc10,TRAPPC10,-0.173841294726028,7.14224084081571,0.131523773391433,0.276964465658376,GSE104036,Mouse
Gm13421,GM13421,-0.637235289572748,-0.760091381081417,0.131597544974672,0.277085762243918,GSE104036,Mouse
Creb3,CREB3,0.2350626356602,5.3063307357568,0.131686197299641,0.277238357381663,GSE104036,Mouse
Kcnh2,KCNH2,-0.193800868729856,4.69113813119711,0.131749613303295,0.277331080949241,GSE104036,Mouse
Rqcd1,RQCD1,0.254229587773868,4.33562059782113,0.131762610446908,0.277331080949241,GSE104036,Mouse
Fancd2,FANCD2,-0.34706155303855,2.22457530474731,0.131799742461872,0.277375164220607,GSE104036,Mouse
Dbndd1,DBNDD1,-0.244838651681287,3.41346070554461,0.131842454457356,0.277427623255667,GSE104036,Mouse
Spry2,SPRY2,0.237503250850333,5.13177461166734,0.131868202581813,0.277427623255667,GSE104036,Mouse
Gm11639,GM11639,0.604106096425392,-0.693190441542396,0.131873241401658,0.277427623255667,GSE104036,Mouse
Depdc7,DEPDC7,0.848524510873632,-0.670272239083216,0.131910226967106,0.277447471575073,GSE104036,Mouse
Fuom,FUOM,-0.242806215605321,3.42461144415133,0.131915059872899,0.277447471575073,GSE104036,Mouse
Svip,SVIP,-0.202214232752326,4.70092909465148,0.132149414219748,0.277896601157707,GSE104036,Mouse
Nek8,NEK8,0.429120208489717,1.10439347061237,0.132161038974856,0.277896601157707,GSE104036,Mouse
Zfp386,ZFP386,0.359402850043099,2.81067267797254,0.132191931583362,0.277927453703178,GSE104036,Mouse
Zxdc,ZXDC,0.207374650195966,5.39719524647253,0.132238746888617,0.277991771308607,GSE104036,Mouse
Agpat9,AGPAT9,0.384844316623128,2.09433249883149,0.132364388159461,0.278216186595915,GSE104036,Mouse
Xylb,XYLB,0.352560252356866,2.27169688906029,0.132377973114473,0.278216186595915,GSE104036,Mouse
Lclat1,LCLAT1,-0.198299008462996,5.2990252051183,0.132405201822197,0.278230030576769,GSE104036,Mouse
Enoph1,ENOPH1,-0.253192943378125,4.52018009550957,0.132417035270123,0.278230030576769,GSE104036,Mouse
Nkain1,NKAIN1,-0.215278925871078,4.54028749887394,0.132490929260051,0.278351161460395,GSE104036,Mouse
Spata4,SPATA4,0.626754810318196,-0.814225252088208,0.132567674799547,0.278447463693895,GSE104036,Mouse
Acvr1b,ACVR1B,-0.176664043499329,6.94904595241273,0.132569268095407,0.278447463693895,GSE104036,Mouse
Rundc3b,RUNDC3B,-0.223580694338523,5.27327922540813,0.132587870036148,0.278452402631376,GSE104036,Mouse
Lama2,LAMA2,-0.222644322061476,4.37615054744069,0.132664957383583,0.278558196108333,GSE104036,Mouse
Cdh23,CDH23,0.515753595842539,2.00437438509834,0.132670758006426,0.278558196108333,GSE104036,Mouse
Fam166a,FAM166A,-0.586125867816783,-0.655163637287549,0.132739914949634,0.278669252960301,GSE104036,Mouse
Btbd3,BTBD3,-0.186958339527005,7.13824659763007,0.132773473747631,0.278705558332188,GSE104036,Mouse
Enpp6,ENPP6,-0.533050013038617,1.44917137788908,0.132891309593695,0.278888181758466,GSE104036,Mouse
1700047K16Rik,1700047K16RIK,0.530998204668885,0.3480858824438,0.132900860339834,0.278888181758466,GSE104036,Mouse
Smc2,SMC2,0.30740236449157,2.42090547934706,0.132928034741082,0.278888181758466,GSE104036,Mouse
Golga7,GOLGA7,-0.192832522484806,5.0310724455173,0.13292936829252,0.278888181758466,GSE104036,Mouse
1110002L01Rik,1110002L01RIK,-0.392383801209494,1.30336847403832,0.132954293092674,0.278888181758466,GSE104036,Mouse
Nup37,NUP37,-0.380137153125256,1.52286525940215,0.132958129955349,0.278888181758466,GSE104036,Mouse
Cmc2,CMC2,-0.280129148893534,2.84773560030772,0.133065315423112,0.279078846973686,GSE104036,Mouse
Rtl1,RTL1,0.231717922070428,5.05663270735674,0.133198752215859,0.279324515875504,GSE104036,Mouse
Tmem194,TMEM194,0.293206962597701,2.52023831985416,0.133360114116645,0.279628677849819,GSE104036,Mouse
Agpat6,AGPAT6,-0.180896149075457,6.54835313707939,0.133441919365743,0.279765971899181,GSE104036,Mouse
Ank1,ANK1,-0.197867401946158,5.75381196982003,0.133495525078135,0.279844118205755,GSE104036,Mouse
Ahrr,AHRR,0.608020245650323,-0.0565657143062396,0.133523539867278,0.27986860619276,GSE104036,Mouse
Slc25a17,SLC25A17,-0.214316003338117,4.4526809534932,0.133540741702736,0.279870426746133,GSE104036,Mouse
Cdc20,CDC20,0.595960948864673,-0.459881539458136,0.133606502662388,0.279903451302419,GSE104036,Mouse
Tmco4,TMCO4,0.467604398307174,2.1449794964676,0.13361800904305,0.279903451302419,GSE104036,Mouse
Aldoc,ALDOC,-0.22125521617049,8.96592753747824,0.133619900157855,0.279903451302419,GSE104036,Mouse
Gm17409,GM17409,0.726387500986456,-0.8016677948235,0.133621840189891,0.279903451302419,GSE104036,Mouse
Mtmr12,MTMR12,0.25953050472149,6.05521494352888,0.133642354714039,0.279912204867994,GSE104036,Mouse
Smim6,SMIM6,0.593225439314377,-0.411464306083849,0.133732295192936,0.28006635029711,GSE104036,Mouse
Stk16,STK16,-0.215932046956162,4.25833602500085,0.133804487074193,0.280153862753945,GSE104036,Mouse
Wfikkn2,WFIKKN2,-0.491390585676775,0.29451602058493,0.133806782187236,0.280153862753945,GSE104036,Mouse
Gstz1,GSTZ1,-0.25334252092007,3.69231784550024,0.133823417808558,0.280154461105638,GSE104036,Mouse
Ankrd10,ANKRD10,0.220392986955264,4.33849619641865,0.133860032554511,0.280196879772972,GSE104036,Mouse
Ccdc34,CCDC34,0.346271424510239,2.497352314031,0.133915822813287,0.280279421510403,GSE104036,Mouse
Sparcl1,SPARCL1,-0.210491446782382,9.91305581004869,0.133934966886979,0.280285253738201,GSE104036,Mouse
Gm14445,GM14445,0.540301481148746,0.252245676349761,0.133970955755028,0.280326331281281,GSE104036,Mouse
Oard1,OARD1,-0.345574258828185,2.44278945756269,0.134021159332643,0.280397138603766,GSE104036,Mouse
Inadl,INADL,0.229782405753505,4.14986616190766,0.134059011052827,0.280442089414014,GSE104036,Mouse
Sppl3,SPPL3,-0.19345211460873,5.80599415057418,0.134081267664395,0.280454409354175,GSE104036,Mouse
Ccdc96,CCDC96,0.506503135219281,0.427641922934308,0.134137837743151,0.280538490141449,GSE104036,Mouse
Hkdc1,HKDC1,-0.346684148567243,3.3602960819799,0.134190949354421,0.280615318182572,GSE104036,Mouse
Teddm2,TEDDM2,-0.451057809330295,0.788323793350605,0.134220105383813,0.280617754729294,GSE104036,Mouse
4930447A16Rik,4930447A16RIK,0.559993538262682,-0.0741382397460843,0.134224868267365,0.280617754729294,GSE104036,Mouse
Cdc25b,CDC25B,0.282914277806728,2.76318260707543,0.134285703609787,0.280710690661669,GSE104036,Mouse
Sema5b,SEMA5B,-0.255299507951515,3.63059524623909,0.134341801705736,0.280793702394217,GSE104036,Mouse
Hist1h2bg,HIST1H2BG,-0.349320332458616,2.7568836932842,0.134584384177515,0.281266425525273,GSE104036,Mouse
Ict1os,ICT1OS,0.5691274621016,-0.176993088182461,0.13460251763909,0.281270017042172,GSE104036,Mouse
Fcrl1,FCRL1,-0.776944829357546,-1.44557426817182,0.134677739840732,0.281387962446534,GSE104036,Mouse
Kcne4,KCNE4,0.671992306879917,0.844209698302135,0.134691804376217,0.281387962446534,GSE104036,Mouse
A730081D07Rik,A730081D07RIK,0.516694190311045,0.177684987421114,0.134810643772875,0.281548879445917,GSE104036,Mouse
Cdca4,CDCA4,0.287969746829779,2.88430266598813,0.134811261610709,0.281548879445917,GSE104036,Mouse
Lasp1,LASP1,-0.216464705059284,6.18060248779541,0.134818124064998,0.281548879445917,GSE104036,Mouse
Snx29,SNX29,0.254989766381557,3.59946411136396,0.134867135125888,0.28161690962492,GSE104036,Mouse
Rpl10a,RPL10A,0.200149489483302,5.79281803767564,0.135031877244174,0.281926552525762,GSE104036,Mouse
Pmfbp1,PMFBP1,0.966631439035988,-1.57042994739099,0.135071006595752,0.28197389108409,GSE104036,Mouse
Foxd1,FOXD1,0.494255894739446,0.118354656004752,0.135121873982569,0.282045719416655,GSE104036,Mouse
Map2k2,MAP2K2,-0.182221455802961,5.27345807981561,0.135238152402167,0.282254048892952,GSE104036,Mouse
Gm12312,GM12312,-0.459535338909835,1.68216052222987,0.135274810637148,0.282296173458474,GSE104036,Mouse
Htra3,HTRA3,0.544371481198545,1.04203480242482,0.135361274406197,0.28244221102657,GSE104036,Mouse
Pdlim3,PDLIM3,-0.542830820767467,-0.315336726470559,0.135397251484847,0.282482369442384,GSE104036,Mouse
Slc35e2,SLC35E2,0.247534509618973,6.66636036527062,0.135425665976944,0.282482369442384,GSE104036,Mouse
Ptrh1,PTRH1,0.406226400710701,1.2044314568564,0.13542997752957,0.282482369442384,GSE104036,Mouse
Tril,TRIL,-0.27758973730578,5.02184949936035,0.135454026523706,0.282498143194218,GSE104036,Mouse
Stap2,STAP2,0.521334730639111,0.210144586791018,0.135475985365279,0.282509554488749,GSE104036,Mouse
Arl11,ARL11,0.882767284661237,-1.55670203082178,0.135518026825924,0.282562836415455,GSE104036,Mouse
Glmn,GLMN,0.300404179479241,2.84064464800101,0.135613601067739,0.282727710706376,GSE104036,Mouse
Tmem29,TMEM29,0.262415196938512,3.35875745490794,0.135666307320657,0.282803184420859,GSE104036,Mouse
Lekr1,LEKR1,0.389344877819038,2.67837116569157,0.135741128137666,0.282924733078568,GSE104036,Mouse
Arcn1,ARCN1,0.190762952525994,6.52670677843952,0.135832791360436,0.283081352464252,GSE104036,Mouse
Pola2,POLA2,0.397373448510269,1.66369931581018,0.135854610267644,0.283092392914519,GSE104036,Mouse
Prdm11,PRDM11,-0.231757633387597,4.48163811531686,0.135901285164613,0.28315521902914,GSE104036,Mouse
Mrpl47,MRPL47,0.256251482125803,3.29654270074905,0.135989635258703,0.283214557302239,GSE104036,Mouse
Cnot8,CNOT8,-0.225868070604865,5.00097492024753,0.135990463564952,0.283214557302239,GSE104036,Mouse
Pomc,POMC,0.592092662206314,0.0613251440088576,0.135994661406249,0.283214557302239,GSE104036,Mouse
Gm13446,GM13446,-0.535086569511137,-0.228418700252284,0.135995878464127,0.283214557302239,GSE104036,Mouse
Nfe2l1,NFE2L1,-0.166858184576206,7.93509920263687,0.136080535854988,0.283356420206005,GSE104036,Mouse
D030056L22Rik,D030056L22RIK,-0.253570465384378,3.81012212994373,0.136142617989244,0.283426811310444,GSE104036,Mouse
Fam163a,FAM163A,-0.355987876802631,2.68377131080362,0.136173999140771,0.283426811310444,GSE104036,Mouse
Ccdc115,CCDC115,0.321604911702531,3.32391613552784,0.136178001465802,0.283426811310444,GSE104036,Mouse
Utp15,UTP15,0.281827300046707,4.91461184699412,0.136182374282924,0.283426811310444,GSE104036,Mouse
Lrrc3b,LRRC3B,-0.395417392509531,2.83599612032782,0.136197044898173,0.283426811310444,GSE104036,Mouse
Gm15542,GM15542,0.852884963030348,0.237260861903317,0.13623881524881,0.283479307746007,GSE104036,Mouse
Tti1,TTI1,-0.290587865201703,4.24444111752455,0.136377144023074,0.28373268125733,GSE104036,Mouse
Fgd6,FGD6,0.253386417421064,4.02058797980588,0.136399218747615,0.283744156032582,GSE104036,Mouse
3110009E18Rik,3110009E18RIK,-0.491645059468727,-0.212806352526286,0.13647170459599,0.28386048291482,GSE104036,Mouse
Cntd1,CNTD1,0.759592116887233,-1.12319121045835,0.136547750912024,0.283969065330862,GSE104036,Mouse
AI314180,AI314180,0.170266827164462,7.3274559757334,0.136557052718197,0.283969065330862,GSE104036,Mouse
Chm,CHM,-0.21444681563356,5.48371137575379,0.136589660066151,0.283992019429919,GSE104036,Mouse
Gm7293,GM7293,0.856568256101657,-1.76112634076035,0.136601238642626,0.283992019429919,GSE104036,Mouse
Tmem55b,TMEM55B,-0.201465726959391,4.51445447171823,0.136635267028188,0.284028302866431,GSE104036,Mouse
Gm11762,GM11762,-0.518786059728603,0.943428984997131,0.136660540314963,0.284046380191278,GSE104036,Mouse
Trabd2b,TRABD2B,-0.295906287360581,2.45411985186313,0.136683691005773,0.284060041890105,GSE104036,Mouse
Oser1,OSER1,0.356367380101316,2.26995953393574,0.136701195743812,0.284061968114264,GSE104036,Mouse
Gm14494,GM14494,-0.43148063761826,1.364488091484,0.136762123593491,0.284154115166057,GSE104036,Mouse
Aqp1,AQP1,0.75626952263395,-0.164573292074644,0.136849170859563,0.284267316201189,GSE104036,Mouse
Apol7a,APOL7A,0.637667936926797,-0.826219608473651,0.136849786480514,0.284267316201189,GSE104036,Mouse
Gm13187,GM13187,0.511607821287482,0.807294376083842,0.13691857288662,0.284375726837847,GSE104036,Mouse
Anapc15,ANAPC15,-0.293401381687729,2.65967013694212,0.137058546558199,0.28463194707002,GSE104036,Mouse
Ttc27,TTC27,-0.213120585045897,4.21117222137862,0.137193161382015,0.284876977736407,GSE104036,Mouse
Pip5k1a,PIP5K1A,0.28170174281222,5.96763207067384,0.137236087899189,0.284931584412044,GSE104036,Mouse
Fkbp1a,FKBP1A,-0.178580225932703,6.63459768274345,0.137351926420223,0.28510821975875,GSE104036,Mouse
Spag6,SPAG6,-0.301586679387647,2.59812619832692,0.137364335567365,0.28510821975875,GSE104036,Mouse
Gm15765,GM15765,0.796643393312208,-0.635625568159691,0.137371080380988,0.28510821975875,GSE104036,Mouse
Gp1ba,GP1BA,0.416125253521373,1.01486679117481,0.137536459679615,0.285416887078867,GSE104036,Mouse
Cd300lg,CD300LG,0.63763584195696,-0.387967351702439,0.137582023419188,0.285476867436157,GSE104036,Mouse
Ntn1,NTN1,0.354590646838764,3.48673121130149,0.137755374178093,0.285801953813006,GSE104036,Mouse
Ptafr,PTAFR,0.617401712531774,1.19449399150739,0.13779176957354,0.285842853709759,GSE104036,Mouse
Il17rc,IL17RC,0.443392126865304,1.49967182360652,0.137920849882557,0.286075991131536,GSE104036,Mouse
Nphp1,NPHP1,-0.253399124542588,3.2169962443101,0.138015789503867,0.286238265934249,GSE104036,Mouse
Vps26b,VPS26B,-0.191391307828726,6.72567552686129,0.138102841551721,0.286384144982298,GSE104036,Mouse
4930458D05Rik,4930458D05RIK,0.775483505072011,-1.26553211636358,0.138150014309911,0.286447300968094,GSE104036,Mouse
Wsb2,WSB2,-0.205160008326153,6.97626744674401,0.138211588745831,0.286540299232888,GSE104036,Mouse
Gm12445,GM12445,-0.490655605759024,0.777948862606339,0.13825876067016,0.286603419318072,GSE104036,Mouse
Dvl1,DVL1,-0.204703505151886,6.18577061795392,0.138496656673103,0.28706183767916,GSE104036,Mouse
Anapc1,ANAPC1,0.168391823324557,7.14392259976964,0.138534418290964,0.28710537704592,GSE104036,Mouse
Gm9929,GM9929,0.542433689218778,0.140440630214908,0.138643860364422,0.287272268905431,GSE104036,Mouse
Ganab,GANAB,-0.233333474171682,6.62077509684032,0.138648477610033,0.287272268905431,GSE104036,Mouse
Anapc2,ANAPC2,-0.203065119342479,5.38986391871648,0.138688614176176,0.287320687209379,GSE104036,Mouse
Tango2,TANGO2,-0.187130028339579,5.17636791937172,0.138758955922175,0.287431662200976,GSE104036,Mouse
Gm1840,GM1840,-0.288380121592597,3.58967518901772,0.138795280634981,0.287472154439792,GSE104036,Mouse
Tmprss4,TMPRSS4,0.811543797007191,-1.75612834556719,0.138878452232465,0.287599301284114,GSE104036,Mouse
Ldb2,LDB2,-0.277770044949871,4.32685078523387,0.138906199751411,0.287599301284114,GSE104036,Mouse
Gm10167,GM10167,-0.51760742982569,-0.0510823818004444,0.138907021734889,0.287599301284114,GSE104036,Mouse
Aifm3,AIFM3,-0.205136202670831,6.11084905758359,0.138924567812054,0.287600878272266,GSE104036,Mouse
Gm10545,GM10545,0.475654311047389,0.867463545328611,0.138941751619755,0.287601705001751,GSE104036,Mouse
Tmem107,TMEM107,-0.359371333241626,1.55168111877004,0.138999273179888,0.287686018352141,GSE104036,Mouse
Pdgfra,PDGFRA,-0.226700866869044,5.99458768576577,0.139062182556411,0.287781461123685,GSE104036,Mouse
Gbgt1,GBGT1,0.527819486499176,-0.240529403378157,0.13911580141827,0.287857656961968,GSE104036,Mouse
Hspa4l,HSPA4L,-0.179568653071232,7.15211337212393,0.13922487161481,0.288048560144864,GSE104036,Mouse
Gm13844,GM13844,0.530994203780768,0.266723622893092,0.139345162644696,0.288241671136369,GSE104036,Mouse
Gm3985,GM3985,0.550571279626241,0.188043505429552,0.139351853148158,0.288241671136369,GSE104036,Mouse
Mrps33,MRPS33,-0.29350218153842,3.19620986826004,0.139443445134477,0.288396310486333,GSE104036,Mouse
D330045A20Rik,D330045A20RIK,0.867827739710477,-1.06996579764867,0.139541122240499,0.28853965671776,GSE104036,Mouse
Lonp2,LONP2,-0.210683037162694,5.96956125407084,0.13954643333645,0.28853965671776,GSE104036,Mouse
Usp48,USP48,0.172492772443351,6.63550764861898,0.139579046445872,0.288572268442328,GSE104036,Mouse
Wbp1,WBP1,-0.300028440460187,3.49100754309259,0.139713535749653,0.288815470511557,GSE104036,Mouse
Fastkd5,FASTKD5,0.388142244857994,1.89550739649908,0.139767034113866,0.288891209836079,GSE104036,Mouse
Polr3k,POLR3K,-0.239177089612105,4.49831464988638,0.139828696106142,0.288970756818622,GSE104036,Mouse
Nrros,NRROS,-0.270846504519446,3.38855323542734,0.139839248061862,0.288970756818622,GSE104036,Mouse
Mobp,MOBP,0.252781642055454,7.37250330354445,0.139884468210021,0.289029345565984,GSE104036,Mouse
Gm15948,GM15948,0.771226013968148,-0.443155595229209,0.139924967248496,0.289078166602722,GSE104036,Mouse
Serpinb6c,SERPINB6C,0.80074984477941,-1.60361917605197,0.139942952915867,0.289080469947363,GSE104036,Mouse
Lman2l,LMAN2L,0.208912939185608,4.47784148249179,0.139960962121082,0.289082821353031,GSE104036,Mouse
Htr1d,HTR1D,-0.538121165941482,0.588888827615765,0.139989573202007,0.289107067231094,GSE104036,Mouse
Ap2b1,AP2B1,-0.182054890694002,8.2600268758692,0.14004858575912,0.289194084958125,GSE104036,Mouse
Poldip3,POLDIP3,0.217778443541491,6.10504335730449,0.140126766311386,0.289303799326607,GSE104036,Mouse
Dnd1,DND1,0.525006919498758,0.10580498610703,0.140135484937895,0.289303799326607,GSE104036,Mouse
Tfap2e,TFAP2E,1.00116025772629,-1.45366226325005,0.140498636344993,0.290018568096789,GSE104036,Mouse
9230112E08Rik,9230112E08RIK,-0.312602065661938,3.02826593803812,0.140546681925528,0.290082798698376,GSE104036,Mouse
Pip5k1b,PIP5K1B,-0.29448533647071,3.5500038974096,0.140635655629818,0.290231477684805,GSE104036,Mouse
Uchl4,UCHL4,0.457644098618039,0.778993978117537,0.140662571046117,0.290252065856841,GSE104036,Mouse
4930426D05Rik,4930426D05RIK,-0.729680469266242,-1.45988577713936,0.140759178552931,0.290385332461163,GSE104036,Mouse
Eif3g,EIF3G,0.265725652507364,4.92946663775739,0.14077649198683,0.290385332461163,GSE104036,Mouse
Clec2d,CLEC2D,-0.269318345296125,3.60783591985959,0.140777995725409,0.290385332461163,GSE104036,Mouse
Hpn,HPN,0.54187502954849,-0.108163434088358,0.140816421125354,0.29042963119679,GSE104036,Mouse
5430403G16Rik,5430403G16RIK,0.455417625832492,0.283488091185795,0.140898523008635,0.290563989860748,GSE104036,Mouse
Gins3,GINS3,0.475331995224979,1.00780327659506,0.14092551221214,0.290584675301447,GSE104036,Mouse
Gm4604,GM4604,-0.508855463910539,1.16827350071959,0.141000451905311,0.290665615764876,GSE104036,Mouse
Hist1h2bc,HIST1H2BC,-0.260445569939857,3.98828180844796,0.141011806266288,0.290665615764876,GSE104036,Mouse
Gtf3c5,GTF3C5,0.259897272481249,3.30768357579034,0.141015655900403,0.290665615764876,GSE104036,Mouse
